"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"RPD","Rapid7, Inc.","21.32","935545904.8","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/rpd",
"RAVE","Rave Restaurant Group, Inc.","1.6","22852092.8","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www-qc.nasdaq.com/symbol/rave",
"RAVN","Raven Industries, Inc.","36.25","1296142167.5","n/a","n/a","Capital Goods","Specialty Chemicals","https://www-qc.nasdaq.com/symbol/ravn",
"RBB","RBB Bancorp","26.85","424266891.9","n/a","2017","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/rbb",
"ROLL","RBC Bearings Incorporated","129.74","3145571469.56","n/a","2005","Capital Goods","Metal Fabrications","https://www-qc.nasdaq.com/symbol/roll",
"RICK","RCI Hospitality Holdings, Inc.","29.76","289228839.36","n/a","1995","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/rick",
"RCMT","RCM Technologies, Inc.","6.18","74232299.82","n/a","n/a","Technology","Professional Services","https://www-qc.nasdaq.com/symbol/rcmt",
"RDI","Reading International Inc","16.79","383910955.87","n/a","n/a","Consumer Services","Movies/Entertainment","https://www-qc.nasdaq.com/symbol/rdi",
"RDIB","Reading International Inc","23","517099915","n/a","n/a","Consumer Services","Movies/Entertainment","https://www-qc.nasdaq.com/symbol/rdib",
"RGSE","Real Goods Solar, Inc.","1.25","11189806.25","n/a","n/a","Basic Industries","Engineering & Construction","https://www-qc.nasdaq.com/symbol/rgse",
"RNWK","RealNetworks, Inc.","3.43","127948840.67","n/a","1997","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","47.8","3961637996.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/rp",
"RETA","Reata Pharmaceuticals, Inc.","28.31","0","n/a","2016","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/reta",
"RCON","Recon Technology, Ltd.","1.57","15547574.98","n/a","n/a","Energy","Oilfield Services/Equipment","https://www-qc.nasdaq.com/symbol/rcon",
"REPH","Recro Pharma, Inc.","8.72","166791233.2","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/reph",
"RRGB","Red Robin Gourmet Burgers, Inc.","55.25","714716154.75","n/a","2002","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/rrgb",
"RRR","Red Rock Resorts, Inc.","34.45","4001115291.55","n/a","2016","Consumer Services","Hotels/Resorts","https://www-qc.nasdaq.com/symbol/rrr",
"RDFN","Redfin Corporation","26.93","2192847880.21","n/a","2017","Finance","Real Estate","https://www-qc.nasdaq.com/symbol/rdfn",
"RDHL","Redhill Biopharma Ltd.","5.2","57278353.6","11015068","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/rdhl",
"REGN","Regeneron Pharmaceuticals, Inc.","368.26","39565712251.64","n/a","1991","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/regn",
"RGNX","REGENXBIO Inc.","29.9","931244230.8","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/rgnx",
"RGLS","Regulus Therapeutics Inc.","1.21","125785727.87","n/a","2012","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/rgls",
"REIS","Reis, Inc","19.7","225925037.2","n/a","n/a","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/reis",
"RELV","Reliv&#39; International, Inc.","4.73","8727606.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/relv",
"MARK","Remark Holdings, Inc.","14.1","385258064.7","n/a","n/a","Consumer Services","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/mark",
"RNST","Renasant Corporation","43.54","2147402596.5","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/rnst",
"REGI","Renewable Energy Group, Inc.","11.3","438808436.5","n/a","2012","Basic Industries","Major Chemicals","https://www-qc.nasdaq.com/symbol/regi",
"RCII","Rent-A-Center Inc.","11.16","594959766.12","n/a","1995","Technology","Diversified Commercial Services","https://www-qc.nasdaq.com/symbol/rcii",
"RGEN","Repligen Corporation","36.64","1596232811.84","n/a","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/rgen",
"RPRX","Repros Therapeutics Inc.","0.6626","26212911.8688","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/rprx",
"RBCAA","Republic Bancorp, Inc.","39.82","830664791.44","n/a","1998","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/rbcaa",
"FRBK","Republic First Bancorp, Inc.","8.8","501509923.2","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/frbk",
"REFR","Research Frontiers Incorporated","1.1","26448230.6","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www-qc.nasdaq.com/symbol/refr",
"RSLS","ReShape Lifesciences Inc.","1.57","47032667.41","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www-qc.nasdaq.com/symbol/rsls",
"RESN","Resonant Inc.","6.77","130294959.64","n/a","2014","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/resn",
"RECN","Resources Connection, Inc.","16.85","528662464.95","n/a","2000","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/recn",
"HAIR","Restoration Robotics, Inc.","4.41","127581718.95","n/a","2017","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/hair",
"ROIC","Retail Opportunity Investments Corp.","18.84","2116004238","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/roic",
"RETO","ReTo Eco-Solutions, Inc.","9.05","202177000","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/reto",
"RTRX","Retrophin, Inc.","24.75","972840800.25","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/rtrx",
"RVNC","Revance Therapeutics, Inc.","33.95","1239175000","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/rvnc",
"RVEN","Reven Housing REIT, Inc.","4.5","48303112.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/rven",
"RVLT","Revolution Lighting Technologies, Inc.","3.44","73157878","n/a","n/a","Consumer Durables","Building Products","https://www-qc.nasdaq.com/symbol/rvlt",
"RWLK","ReWalk Robotics Ltd","1.1","24272987.2","n/a","2014","Health Care","Industrial Specialties","https://www-qc.nasdaq.com/symbol/rwlk",
"REXX","Rex Energy Corporation","1.68","16691443.44","n/a","2007","Energy","Oil & Gas Production","https://www-qc.nasdaq.com/symbol/rexx",
"RFIL","RF Industries, Ltd.","2.6","23015839.6","n/a","n/a","Capital Goods","Electrical Products","https://www-qc.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","26.81","194374993.33","n/a","n/a","Public Utilities","Oil & Gas Production","https://www-qc.nasdaq.com/symbol/rgco",
"RYTM","Rhythm Pharmaceuticals, Inc.","26.95","735307573","n/a","2017","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/rytm",
"RIBT","RiceBran Technologies","1.54","26001386.18","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www-qc.nasdaq.com/symbol/ribt",
"RIBTW","RiceBran Technologies","0.17","0","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www-qc.nasdaq.com/symbol/ribtw",
"RELL","Richardson Electronics, Ltd.","7.95","102149255.85","n/a","1983","Consumer Non-Durables","Electronic Components","https://www-qc.nasdaq.com/symbol/rell",
"RIGL","Rigel Pharmaceuticals, Inc.","4.16","609402942.72","n/a","2000","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/rigl",
"RNET","RigNet, Inc.","18.5","337166089","n/a","n/a","Consumer Services","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/rnet",
"RMNI","Rimini Street, Inc.","8.0601","472167073.8396","n/a","2015","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/rmni",
"RIOT","Riot Blockchain, Inc","20.85","201409311.15","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www-qc.nasdaq.com/symbol/riot",
"REDU","RISE Education Cayman Ltd","14.98","0","n/a","2017","Consumer Services","Other Consumer Services","https://www-qc.nasdaq.com/symbol/redu",
"RTTR","Ritter Pharmaceuticals, Inc.","0.3499","17322331.6979","n/a","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/rttr",
"RVSB","Riverview Bancorp Inc","8.83","198974442.96","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/rvsb",
"RLJE","RLJ Entertainment, Inc.","3.92","55159978.16","n/a","n/a","Consumer Services","Movies/Entertainment","https://www-qc.nasdaq.com/symbol/rlje",
"RMGN","RMG Networks Holding Corporation","1.59","17738448.63","n/a","n/a","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/rmgn",
"ROBO","ROBO Global Robotics and Automation Index ETF","44.02","202492000","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/robo",
"RMTI","Rockwell Medical, Inc.","5.87","303837304.8","n/a","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www-qc.nasdaq.com/symbol/rmti",
"RCKY","Rocky Brands, Inc.","19.85","146780388.3","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","https://www-qc.nasdaq.com/symbol/rcky",
"RMCF","Rocky Mountain Chocolate Factory, Inc.","12.49","73733915.64","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www-qc.nasdaq.com/symbol/rmcf",
"ROKU","Roku, Inc.","43.87","4291578099.78","n/a","2017","Consumer Services","Television Services","https://www-qc.nasdaq.com/symbol/roku",
"ROSE","Rosehill Resources Inc.","7.94","285165624.04","n/a","2016","Energy","Oil & Gas Production","https://www-qc.nasdaq.com/symbol/rose",
"ROSEU","Rosehill Resources Inc.","11.26","0","n/a","2016","Energy","Oil & Gas Production","https://www-qc.nasdaq.com/symbol/roseu",
"ROSEW","Rosehill Resources Inc.","1.05","0","n/a","2016","Energy","Oil & Gas Production","https://www-qc.nasdaq.com/symbol/rosew",
"ROSG","Rosetta Genomics Ltd.","0.5856","3472526.016","n/a","2007","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/rosg",
"ROST","Ross Stores, Inc.","82.56","31549973512.32","n/a","1985","Consumer Services","Clothing/Shoe/Accessory Stores","https://www-qc.nasdaq.com/symbol/rost",
"RGLD","Royal Gold, Inc.","84.72","5545286432.16","n/a","n/a","Basic Industries","Precious Metals","https://www-qc.nasdaq.com/symbol/rgld",
"RPXC","RPX Corporation","13.08","647805743.64","n/a","2011","Miscellaneous","Multi-Sector Companies","https://www-qc.nasdaq.com/symbol/rpxc",
"RTIX","RTI Surgical, Inc.","4.55","276787629.3","n/a","2000","Health Care","Industrial Specialties","https://www-qc.nasdaq.com/symbol/rtix",
"RBCN","Rubicon Technology, Inc.","8.37","22872548.34","n/a","2007","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/rbcn",
"RMBL","RumbleOn, Inc.","5.03","65030561.23","n/a","n/a","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/rmbl",
"RUSHA","Rush Enterprises, Inc.","54.03","2152318710.69","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www-qc.nasdaq.com/symbol/rusha",
"RUSHB","Rush Enterprises, Inc.","51.14","2037193760.22","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www-qc.nasdaq.com/symbol/rushb",
"RUTH","Ruth&#39;s Hospitality Group, Inc.","22.05","689684508.45","n/a","2005","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/ruth",
"RXII","RXi Pharmaceuticals Corporation","4.1642","986802.9666","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/rxii",
"RXIIW","RXi Pharmaceuticals Corporation","0.71","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/rxiiw",
"RYAAY","Ryanair Holdings plc","112.82","11375164161.14","100825777","1997","Transportation","Air Freight/Delivery Services","https://www-qc.nasdaq.com/symbol/ryaay",
"STBA","S&T Bancorp, Inc.","41.62","1455833971.04","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/stba",
"SANW","S&W Seed Company","4.025","0","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www-qc.nasdaq.com/symbol/sanw",
"SCAC","Saban Capital Acquisition Corp.","9.945","310716408.6","n/a","2016","Finance","Business Services","https://www-qc.nasdaq.com/symbol/scac",
"SCACU","Saban Capital Acquisition Corp.","10.52","0","n/a","2016","Finance","Business Services","https://www-qc.nasdaq.com/symbol/scacu",
"SCACW","Saban Capital Acquisition Corp.","1.26","0","n/a","2016","Finance","Business Services","https://www-qc.nasdaq.com/symbol/scacw",
"SBRA","Sabra Healthcare REIT, Inc.","18.2","3243826276.6","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/sbra",
"SBRAP","Sabra Healthcare REIT, Inc.","25.6","147200000","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/sbrap",
"SABR","Sabre Corporation","20.51","5636594666.78","n/a","2014","Technology","Computer Software: Programming, Data Processing","https://www-qc.nasdaq.com/symbol/sabr",
"SAEX","SAExploration Holdings, Inc.","2.43","22901617.62","n/a","n/a","Energy","Oil & Gas Production","https://www-qc.nasdaq.com/symbol/saex",
"SAFT","Safety Insurance Group, Inc.","79.65","1212270929.1","n/a","2002","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/saft",
"SAGE","Sage Therapeutics, Inc.","174.6","7262744884.2","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/sage",
"SAIA","Saia, Inc.","75.75","1930896360.75","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www-qc.nasdaq.com/symbol/saia",
"SALM","Salem Media Group, Inc.","4.55","119042773.85","n/a","1999","Consumer Services","Broadcasting","https://www-qc.nasdaq.com/symbol/salm",
"SAL","Salisbury Bancorp, Inc.","45","125366220","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/sal",
"SAFM","Sanderson Farms, Inc.","130.66","2982337496.16","n/a","1987","Consumer Non-Durables","Meat/Poultry/Fish","https://www-qc.nasdaq.com/symbol/safm",
"SASR","Sandy Spring Bancorp, Inc.","40.25","1405212628.75","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/sasr",
"SGMO","Sangamo Therapeutics, Inc.","17.15","1449534309.65","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/sgmo",
"SANM","Sanmina Corporation","34","2448706452","n/a","1993","Technology","Electrical Products","https://www-qc.nasdaq.com/symbol/sanm",
"GCVRZ","Sanofi","0.39","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/gcvrz",
"SPNS","Sapiens International Corporation N.V.","12.19","599936262.36","n/a","1992","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/spns",
"SRPT","Sarepta Therapeutics, Inc.","58.99","3812641738.99","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/srpt",
"SVRA","Savara, Inc.","13.05","398034043.65","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/svra",
"SBFG","SB Financial Group, Inc.","18.8","90010564.8","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/sbfg",
"SBFGP","SB Financial Group, Inc.","18.4","0","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/sbfgp",
"SBAC","SBA Communications Corporation","157.5","18512971785","n/a","1999","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/sbac",
"SCSC","ScanSource, Inc.","35.65","908751404.95","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://www-qc.nasdaq.com/symbol/scsc",
"SMIT","Schmitt Industries, Inc.","2.74","8208793.4","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/smit",
"SCHN","Schnitzer Steel Industries, Inc.","38.7","1052767361.7","n/a","1993","Consumer Durables","Industrial Specialties","https://www-qc.nasdaq.com/symbol/schn",
"SCHL","Scholastic Corporation","38.92","1358196066.08","n/a","1992","Consumer Services","Books","https://www-qc.nasdaq.com/symbol/schl",
"SGMS","Scientific Games Corp","53.85","4827189120.75","n/a","n/a","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/sgms",
"SCPH","scPharmaceuticals Inc.","12.25","215724349.75","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/scph",
"SNI","Scripps Networks Interactive, Inc","87.68","11391001912.32","n/a","n/a","Consumer Services","Television Services","https://www-qc.nasdaq.com/symbol/sni",
"SCYX","SCYNEXIS, Inc.","1.92","54833197.44","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/scyx",
"SEAC","SeaChange International, Inc.","3.61","128168974.31","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www-qc.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","27.12","1180050294.48","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/sbcf",
"STX","Seagate Technology PLC","49.005","14178057012.9","n/a","2002","Technology","Electronic Components","https://www-qc.nasdaq.com/symbol/stx",
"SHIP","Seanergy Maritime Holdings Corp","1.1","40677280.6","n/a","n/a","Transportation","Marine Transportation","https://www-qc.nasdaq.com/symbol/ship",
"SHIPW","Seanergy Maritime Holdings Corp","0.2065","0","n/a","n/a","Transportation","Marine Transportation","https://www-qc.nasdaq.com/symbol/shipw",
"SHLD","Sears Holdings Corporation","3.32","357277543.76","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www-qc.nasdaq.com/symbol/shld",
"SHLDW","Sears Holdings Corporation","0.4","0","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www-qc.nasdaq.com/symbol/shldw",
"SHOS","Sears Hometown and Outlet Stores, Inc.","2.6","59025543.2","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www-qc.nasdaq.com/symbol/shos",
"SPNE","SeaSpine Holdings Corporation","10.14","136171357.92","n/a","n/a","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/spne",
"SGEN","Seattle Genetics, Inc.","51.78","7452609496.98","n/a","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/sgen",
"EYES","Second Sight Medical Products, Inc.","2","113612704","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www-qc.nasdaq.com/symbol/eyes",
"EYESW","Second Sight Medical Products, Inc.","0.7","0","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www-qc.nasdaq.com/symbol/eyesw",
"SECO","Secoo Holding Limited","10.07","85595000","8500000","2017","Consumer Services","Other Specialty Stores","https://www-qc.nasdaq.com/symbol/seco",
"SCWX","SecureWorks Corp.","9.1","737801537.2","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/scwx",
"SNFCA","Security National Financial Corporation","4.5","78038608.5","n/a","n/a","Finance","Finance: Consumer Services","https://www-qc.nasdaq.com/symbol/snfca",
"SEIC","SEI Investments Company","75.58","11901820374.68","n/a","1981","Finance","Investment Bankers/Brokers/Service","https://www-qc.nasdaq.com/symbol/seic",
"SLCT","Select Bancorp, Inc.","13.575","191061378.225","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/slct",
"SNBR","Select Comfort Corporation","38.33","1526262270","n/a","n/a","Consumer Durables","Home Furnishings","https://www-qc.nasdaq.com/symbol/snbr",
"SIR","Select Income REIT","23.45","2098478849.95","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/sir",
"SELB","Selecta Biosciences, Inc.","8.62","192541285.12","n/a","2016","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/selb",
"SIGI","Selective Insurance Group, Inc.","59","3445092541","n/a","n/a","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/sigi",
"LEDS","SemiLEDS Corporation","4.81","17046231.15","n/a","n/a","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/leds",
"SMTC","Semtech Corporation","37.3","2475168991.4","n/a","n/a","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/smtc",
"SENEA","Seneca Foods Corp.","30.8","300596511.6","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www-qc.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","34","331827318","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www-qc.nasdaq.com/symbol/seneb",
"SNES","SenesTech, Inc.","0.74","7688227.78","n/a","2016","Basic Industries","Agricultural Chemicals","https://www-qc.nasdaq.com/symbol/snes",
"SNH","Senior Housing Properties Trust","17.8","4229821280.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/snh",
"SNHNI","Senior Housing Properties Trust","25.15","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/snhni",
"SNHNL","Senior Housing Properties Trust","26.5","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/snhnl",
"SNMX","Senomyx, Inc.","1.39","66423642.27","n/a","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www-qc.nasdaq.com/symbol/snmx",
"SRTS","Sensus Healthcare, Inc.","5.6389","76061509.3746","n/a","2016","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/srts",
"SRTSW","Sensus Healthcare, Inc.","0.7","0","n/a","2016","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/srtsw",
"STNLU","Sentinel Energy Services Inc.","9.99","0","n/a","n/a","Finance","Business Services","https://www-qc.nasdaq.com/symbol/stnlu",
"SQBG","Sequential Brands Group, Inc.","1.8","113673366","n/a","n/a","Consumer Non-Durables","Apparel","https://www-qc.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","10.63","430835377.57","n/a","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/mcrb",
"SREV","ServiceSource International, Inc.","3.42","308326881.78","n/a","2011","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","42.15","2233077916.5","n/a","2014","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/sfbs",
"SSC","Seven Stars Cloud Group, Inc.","4.83","300773721.36","n/a","n/a","Consumer Services","Television Services","https://www-qc.nasdaq.com/symbol/ssc",
"SVBI","Severn Bancorp Inc","7.7","94289772.5","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/svbi",
"SGBX","SG Blocks, Inc.","5.4","22989085.2","n/a","2017","Consumer Services","RETAIL: Building Materials","https://www-qc.nasdaq.com/symbol/sgbx",
"SGOC","SGOCO Group, Ltd","1.4468","16826388.1696","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www-qc.nasdaq.com/symbol/sgoc",
"SMED","Sharps Compliance Corp","4","64033648","n/a","n/a","Basic Industries","Environmental Services","https://www-qc.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","4.83","40743155.88","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/shsp",
"SHEN","Shenandoah Telecommunications Co","32.2","1586323114.6","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/shen",
"PIXY","ShiftPixy, Inc.","3.29","94628374.96","n/a","2017","Technology","Diversified Commercial Services","https://www-qc.nasdaq.com/symbol/pixy",
"SHLO","Shiloh Industries, Inc.","7.8","182090680.2","n/a","1993","Capital Goods","Industrial Specialties","https://www-qc.nasdaq.com/symbol/shlo",
"TYHT","Shineco, Inc.","2.3","48378365.6","n/a","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www-qc.nasdaq.com/symbol/tyht",
"SHPG","Shire plc","148.41","10997092547.64","74099404","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/shpg",
"SCVL","Shoe Carnival, Inc.","26.41","447696245.7","n/a","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://www-qc.nasdaq.com/symbol/scvl",
"SHBI","Shore Bancshares Inc","18.6","236000966.4","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/shbi",
"SSTI","ShotSpotter, Inc.","17.03","166484070.87","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/ssti",
"SFLY","Shutterfly, Inc.","52.38","1719773892.72","n/a","2006","Miscellaneous","Other Consumer Services","https://www-qc.nasdaq.com/symbol/sfly",
"SIFI","SI Financial Group, Inc.","14.8","181025223.2","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/sifi",
"SIEB","Siebert Financial Corp.","14.85","403284241.8","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www-qc.nasdaq.com/symbol/sieb",
"SNNA","Sienna Biopharmaceuticals, Inc.","17.93","371871319.82","n/a","2017","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/snna",
"SIEN","Sientra, Inc.","12.52","242828968.2","n/a","2014","Health Care","Industrial Specialties","https://www-qc.nasdaq.com/symbol/sien",
"BSRR","Sierra Bancorp","27.54","419124099.6","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/bsrr",
"SRRA","Sierra Oncology, Inc.","3.35","175193084.05","n/a","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/srra",
"SWIR","Sierra Wireless, Inc.","20.05","718836650.1","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www-qc.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","2.5","62743187.5","25097275","n/a","Technology","Computer Software: Programming, Data Processing","https://www-qc.nasdaq.com/symbol/sify",
"SIGM","Sigma Designs, Inc.","6.975","270218712.15","n/a","1986","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/sigm",
"SGLB","Sigma Labs, Inc.","1.79","8446385.29","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www-qc.nasdaq.com/symbol/sglb",
"SGLBW","Sigma Labs, Inc.","0.35","0","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www-qc.nasdaq.com/symbol/sglbw",
"SGMA","SigmaTron International, Inc.","8.46","35621362.98","n/a","1994","Technology","Electrical Products","https://www-qc.nasdaq.com/symbol/sgma",
"SBNY","Signature Bank","147.52","8109761972.16","n/a","2004","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/sbny",
"SBNYW","Signature Bank","110.0801","0","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/sbnyw",
"SLGN","Silgan Holdings Inc.","29.69","3276971876.04","n/a","1997","Consumer Durables","Containers/Packaging","https://www-qc.nasdaq.com/symbol/slgn",
